name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,age,brand
Tata Zest Revotron 1.2 XT,2020,500000,40000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,0,tata
Mahindra XUV500 W9 2WD,2018,1350000,40000,Diesel,Individual,Manual,First Owner,16.0,2179.0,138.0,7.0,2,mahindra
Hyundai Grand i10 1.2 CRDi Asta,2017,455000,50000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,3,hyundai
Hyundai EON Era Plus,2013,165000,45000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,7,hyundai
Maruti Swift VXI Optional,2016,470000,23700,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,4,maruti
Maruti Swift VXI Deca,2016,470000,23700,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,4,maruti
Jeep Compass 1.4 Sport,2019,1520000,10000,Petrol,Individual,Manual,First Owner,16.0,1368.0,160.0,5.0,1,jeep
Maruti Alto K10 VXI,2014,229999,53473,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,6,maruti
Mahindra Bolero 2011-2019 DI NON AC BS III White,2011,250000,100000,Diesel,Individual,Manual,Second Owner,15.96,2523.0,63.0,9.0,9,mahindra
Mahindra XUV500 W10 2WD,2016,1350000,25000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,4,mahindra
Hyundai Santro Xing GLS,2013,220000,80000,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,7,hyundai
Hyundai Xcent 1.1 CRDi S,2015,360000,120000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71.0,5.0,5,hyundai
Maruti Alto K10 VXI,2018,350000,40000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,2,maruti
Hyundai Verna 1.6 SX CRDi (O),2012,500000,70000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.32,5.0,8,hyundai
Chevrolet Beat Diesel LT,2013,145000,90000,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5.0,7,chevrolet
Chevrolet Sail Hatchback 1.2,2014,300000,51000,Petrol,Individual,Manual,First Owner,18.2,1199.0,82.5,5.0,6,chevrolet
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2010,180000,87000,Diesel,Individual,Manual,First Owner,0.0,0.0,0.0,0.0,10,tata
Hyundai Accent GLE,2009,180000,87000,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,11,hyundai
Mahindra Bolero GLX,2006,200000,120000,Diesel,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,14,mahindra
Maruti Swift Dzire VDI,2013,530000,40000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,7,maruti
Renault Duster 110PS Diesel RxL,2014,620000,90000,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.45,5.0,6,renault
Toyota Etios G,2015,360000,110000,Petrol,Individual,Manual,Third Owner,16.78,1496.0,88.73,5.0,5,toyota
Hyundai Santro Xing GLS,2010,245000,86000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,10,hyundai
Maruti Swift VDI BSIV,2009,370000,120000,Diesel,Individual,Manual,First Owner,0.0,0.0,0.0,0.0,11,maruti
Ford Ikon 1.6 Really Sport,2003,130000,80000,Petrol,Individual,Manual,Third Owner,14.2,1597.0,92.0,5.0,17,ford
Maruti Esteem LX - BSIII,1999,70000,65000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298.0,85.0,5.0,21,maruti
Maruti Esteem LX - BSIII,1999,70000,70000,Petrol,Individual,Manual,Fourth & Above Owner,15.9,1298.0,85.0,5.0,21,maruti
Ford Fiesta 1.5 TDCi Titanium,2014,650000,140000,Diesel,Individual,Manual,Second Owner,25.01,1498.0,89.75,5.0,6,ford
Maruti Swift VXI,2019,610000,18000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,1,maruti
Maruti Alto K10 VXI,2015,300000,24000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,5,maruti
Hyundai Grand i10 CRDi Magna,2014,425000,60000,Diesel,Individual,Manual,First Owner,24.0,1120.0,70.0,5.0,6,hyundai
Hyundai Verna 1.6 SX CRDi (O),2012,450000,150000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,8,hyundai
Hyundai Verna 1.6 CRDI,2011,450000,108000,Diesel,Individual,Manual,First Owner,22.32,1582.0,126.3,5.0,9,hyundai
Hyundai i10 Sportz AT,2011,340000,60000,Petrol,Individual,Automatic,Third Owner,16.95,1197.0,78.9,5.0,9,hyundai
Maruti Ertiga LDI Option,2013,650000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,7,maruti
Tata Indigo CS LS (TDI) BS III,2009,160000,70000,Diesel,Individual,Manual,First Owner,19.09,1396.0,69.0,5.0,11,tata
Tata Indica Vista TDI LS,2014,250000,120000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70.0,5.0,6,tata
Chevrolet Beat Diesel LT,2012,225000,100000,Diesel,Individual,Manual,Third Owner,25.44,936.0,57.6,5.0,8,chevrolet
Tata Indica V2 2001-2011 DLS BSIII,2007,55000,75958,Diesel,Individual,Manual,Second Owner,17.88,1396.0,52.8,5.0,13,tata
Maruti 800 AC,1996,42000,70000,Petrol,Individual,Manual,Third Owner,16.1,796.0,37.0,4.0,24,maruti
Tata Indica Vista Aqua 1.3 Quadrajet (ABS),2012,250000,100000,Diesel,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,8,tata
Hyundai Tucson CRDi,2006,282000,128000,Diesel,Individual,Manual,Fourth & Above Owner,12.6,1991.0,112.0,7.0,14,hyundai
Tata Indica V2 DLS TC,2007,80000,110000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,62.0,5.0,13,tata
Maruti Swift Dzire VXI,2016,500000,40000,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,4,maruti
Ford Figo Aspire 1.5 TDCi Ambiente,2016,500000,70000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,4,ford
Maruti Swift VDI,2011,400000,60000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,9,maruti
Mahindra Bolero 2011-2019 SLX,2013,550000,90000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,7,mahindra
Tata New Safari Dicor LX 4X2 BS IV,2007,200000,70000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.1,7.0,13,tata
Hyundai i10 Sportz,2012,280000,65000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,8,hyundai
Maruti Swift Dzire VDI,2014,580000,88000,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,6,maruti
Tata Manza Aura (ABS) Quadrajet,2009,100000,80000,Diesel,Individual,Manual,Third Owner,18.8,1248.0,90.0,5.0,11,tata
Mahindra Scorpio EX,2014,550000,60000,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,8.0,6,mahindra
Mahindra TUV 300 T4 Plus,2017,700000,38000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100.0,7.0,3,mahindra
Tata Manza Aqua Safire,2010,150000,80000,Petrol,Individual,Manual,Third Owner,15.0,1368.0,90.0,5.0,10,tata
Hyundai EON Magna Plus,2014,190000,60000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,6,hyundai
Mahindra Bolero 2011-2019 SLE,2013,500000,110000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,7,mahindra
Maruti Swift VDI BSIV,2017,640000,110000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,3,maruti
Skoda Fabia 1.2L Diesel Elegance,2011,340000,145000,Diesel,Individual,Manual,First Owner,20.86,1199.0,75.0,5.0,9,skoda
Hyundai Elite i20 Asta Option Diesel,2019,811000,43000,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.76,5.0,1,hyundai
Maruti Ritz LDi,2016,409999,120000,Diesel,Individual,Manual,First Owner,23.2,1248.0,73.94,5.0,4,maruti
Maruti Swift Lxi BSIII,2007,220000,136000,Petrol,Individual,Manual,Second Owner,16.1,1298.0,88.2,5.0,13,maruti
Tata Indica V2 DLS BSIII,2013,170000,120000,Diesel,Individual,Manual,Second Owner,17.88,1405.0,48.21,5.0,7,tata
Hyundai Elite i20 Petrol Asta Option,2018,700000,25000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,2,hyundai
Mahindra Scorpio S10 4WD,2015,950000,80000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,5,mahindra
Hyundai Accent GLS 1.6 ABS,2003,80000,40000,Petrol,Individual,Manual,Second Owner,14.4,1599.0,94.0,5.0,17,hyundai
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,5.0,3,jaguar
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,5.0,1,lexus
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,5.0,3,jaguar
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,7.0,5,tata
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,5.0,1,volvo
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,4,toyota
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,7,maruti
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,2,maruti
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,4,honda
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,7,toyota
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,1,maruti
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,3,toyota
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,2,maruti
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,3,hyundai
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,5.0,1,bmw
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,1,honda
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,4,skoda
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,5.0,2,volvo
Maruti Swift Dzire VDI,2014,420000,120000,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,6,maruti
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,899000,35000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,2,maruti
Datsun GO T Petrol,2019,459999,35000,Petrol,Individual,Manual,First Owner,19.83,1198.0,67.0,5.0,1,datsun
Hyundai Verna CRDi SX ABS,2008,150000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493.0,110.0,5.0,12,hyundai
Renault KWID 1.0 RXT Optional,2017,350000,25000,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,3,renault
Toyota Etios GD,2015,509999,100000,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,5.0,5,toyota
Mahindra Bolero 2011-2019 Plus Non AC,2013,500000,120000,Diesel,Individual,Manual,Third Owner,15.96,2523.0,62.1,9.0,7,mahindra
Tata Zest Revotron 1.2 XT,2017,370000,35000,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,3,tata
Maruti Alto K10 2010-2014 VXI,2013,240000,44000,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,5.0,7,maruti
Hyundai i20 Asta 1.4 CRDi,2015,530000,100000,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,5,hyundai
Mahindra Scorpio S10 7 Seater,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,15.4,2179.0,120.0,7.0,5,mahindra
Toyota Innova Crysta 2.4 VX MT BSIV,2018,1600000,35000,Diesel,Individual,Manual,Second Owner,13.68,2393.0,147.8,7.0,2,toyota
Hyundai i10 Sportz,2014,350000,64000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,6,hyundai
Mahindra XUV500 AT W10 FWD,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,5,mahindra
Hyundai i20 1.2 Magna,2011,220000,70000,Petrol,Individual,Manual,First Owner,18.5,1197.0,80.0,5.0,9,hyundai
Hyundai Grand i10 Sportz,2015,350000,100000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,5,hyundai
Maruti Swift LDI,2013,370000,90000,Diesel,Individual,Manual,Second Owner,22.9,1248.0,74.0,5.0,7,maruti
Maruti Swift Dzire VXi,2014,220000,50000,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,6,maruti
Chevrolet Sail Hatchback LT ABS,2013,200000,80000,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,5.0,7,chevrolet
Mahindra KUV 100 mFALCON D75 K4,2017,400000,50000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,6.0,3,mahindra
Fiat Grande Punto 1.4 Emotion,2009,150000,55000,Petrol,Individual,Manual,First Owner,14.6,1368.0,88.7,5.0,11,fiat
Toyota Innova Crysta 2.7 GX AT 8 STR,2020,1500000,40000,Petrol,Individual,Automatic,First Owner,10.75,2694.0,163.7,8.0,0,toyota
Maruti Omni 5 Seater BSIV,2011,130000,70000,Petrol,Individual,Manual,Second Owner,14.0,796.0,35.0,5.0,9,maruti
Maruti Alto 800 LXI,2013,185000,80000,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,7,maruti
Hyundai Santro Xing (Non-AC),2010,110000,80000,Petrol,Individual,Manual,Second Owner,0.0,1086.0,62.1,5.0,10,hyundai
Mahindra Bolero 2011-2019 SLX,2012,450000,120000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,8,mahindra
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,500000,20000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,2,hyundai
Ford EcoSport 1.5 Petrol Ambiente BSIV,2017,570000,31596,Petrol,Dealer,Manual,First Owner,17.0,1497.0,121.36,5.0,3,ford
Mahindra XUV500 W6 2WD,2013,650000,85710,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140.0,7.0,7,mahindra
Toyota Fortuner 3.0 Diesel,2012,1680000,129627,Diesel,Dealer,Manual,First Owner,11.5,2982.0,171.0,7.0,8,toyota
Datsun RediGO T Option,2018,250000,10000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,2,datsun
Hyundai i10 Sportz,2014,320000,15000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,6,hyundai
Maruti Wagon R AMT VXI,2017,440000,35000,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,5.0,3,maruti
Hyundai i20 Sportz 1.2,2013,315000,49000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,7,hyundai
Hyundai Santro Xing ABS,2007,100000,70000,Petrol,Individual,Manual,Third Owner,0.0,0.0,0.0,0.0,13,hyundai
Tata Manza Aura Quadrajet,2010,202999,158000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,10,tata
Hyundai EON Era,2012,179000,30000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,8,hyundai
Hyundai i10 Magna 1.2 iTech SE,2008,140000,60000,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,12,hyundai
Maruti Zen Estilo 1.1 LXI BSIII,2008,150000,40000,Petrol,Individual,Manual,Second Owner,18.2,1061.0,64.0,5.0,12,maruti
Mahindra Bolero SLX,2011,440000,60000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,9,mahindra
Ford Figo Diesel EXI,2011,250000,55130,Diesel,Dealer,Manual,Second Owner,20.0,1399.0,68.0,5.0,9,ford
Maruti Wagon R VXI BS IV,2014,330000,22000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,6,maruti
Ford Figo Petrol ZXI,2010,250000,48000,Petrol,Individual,Manual,First Owner,15.6,1196.0,70.0,5.0,10,ford
Hyundai i20 Magna,2012,335000,45000,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,8,hyundai
Mahindra XUV500 W4,2016,1025000,22522,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,7.0,4,mahindra
Hyundai i20 1.2 Magna,2012,320000,51856,Petrol,Dealer,Manual,Third Owner,18.5,1197.0,80.0,5.0,8,hyundai
Maruti Ciaz RS ZXi Plus,2015,550000,29434,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,5,maruti
Honda WR-V i-DTEC VX,2018,800000,25000,Diesel,Individual,Manual,First Owner,25.5,1498.0,98.6,5.0,2,honda
Tata Tiago 1.2 Revotron XZ,2017,380000,28000,Petrol,Individual,Manual,Second Owner,23.84,1199.0,84.0,5.0,3,tata
Renault Duster 85PS Diesel RxL Optional,2013,400000,44500,Diesel,Individual,Manual,Second Owner,20.46,1461.0,83.8,5.0,7,renault
Maruti Wagon R VXI BS IV,2016,375000,34500,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,4,maruti
Honda City i-VTEC CVT ZX,2017,1100000,20000,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,3,honda
Hyundai i20 1.2 Spotz,2018,650000,15000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,2,hyundai
Nissan Micra XV CVT,2014,361000,26000,Petrol,Individual,Automatic,First Owner,19.34,1198.0,76.0,5.0,6,nissan
Hyundai EON D Lite Plus,2012,140000,20000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,8,hyundai
Hyundai Xcent 1.2 VTVT S,2019,550000,3000,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,1,hyundai
Honda Amaze VX Petrol BSIV,2019,670000,20000,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5.0,1,honda
Maruti Vitara Brezza ZDi Plus,2017,880000,25000,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,3,maruti
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,35000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,2,ford
Chevrolet Cruze LTZ,2010,300000,60000,Diesel,Individual,Manual,First Owner,18.3,1991.0,147.9,5.0,10,chevrolet
Honda City i-VTEC CVT VX,2017,1150000,6825,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,3,honda
Chevrolet Cruze LTZ AT,2015,450000,155000,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,5.0,5,chevrolet
Maruti Eeco CNG 5 Seater AC BSIV,2018,375000,50000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,2,maruti
Maruti Ertiga BSIV VXI,2016,600000,13500,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,7.0,4,maruti
Toyota Innova 2.5 V Diesel 8-seater,2008,700000,260000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102.0,8.0,12,toyota
Hyundai Xcent 1.2 CRDi S,2018,600000,65000,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,5.0,2,hyundai
Mahindra Xylo H9,2014,630000,95000,Diesel,Individual,Manual,Second Owner,14.02,2179.0,118.3,8.0,6,mahindra
Maruti Ciaz ZXi,2016,590000,40000,Petrol,Individual,Manual,Second Owner,20.73,1373.0,91.1,5.0,4,maruti
Hyundai Santro Era,2019,420000,30000,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,1,hyundai
Mitsubishi Pajero Sport 4X4 Dual Tone,2016,1950000,120000,Diesel,Individual,Manual,First Owner,13.5,2477.0,175.56,7.0,4,mitsubishi
Tata New Safari Dicor EX 4X2 BS IV,2013,541000,112011,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.1,7.0,7,tata
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,5,toyota
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,900000,125000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,5,toyota
Tata Manza Aura Quadrajet,2009,250000,43000,Diesel,Individual,Manual,First Owner,18.8,1248.0,90.0,5.0,11,tata
Mahindra Bolero 2011-2019 SLE,2019,670000,53534,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,1,mahindra
Tata Tigor 2017-2020 XZ Plus,2019,530000,20000,Petrol,Individual,Manual,First Owner,20.3,1199.0,83.81,5.0,1,tata
Chevrolet Beat Diesel LT,2012,150000,70000,Diesel,Individual,Manual,Second Owner,25.44,936.0,57.6,5.0,8,chevrolet
Mahindra XUV500 W8 2WD,2013,550000,70000,Diesel,Individual,Manual,Third Owner,15.1,2179.0,140.0,7.0,7,mahindra
Mahindra Scorpio 1.99 S4 Plus,2015,650000,150000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120.0,7.0,5,mahindra
Tata Indica Vista TDI LX,2012,180000,100000,Diesel,Individual,Manual,Second Owner,19.4,1405.0,70.0,5.0,8,tata
Mahindra Thar 4X4,2015,585000,50000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,7.0,5,mahindra
Hyundai i20 Magna,2013,345000,120000,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,5.0,7,hyundai
Maruti Swift VDI,2013,350000,110000,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,7,maruti
Honda BRV i-VTEC V MT,2016,725000,140000,Petrol,Individual,Manual,First Owner,15.4,1497.0,117.3,7.0,4,honda
Tata Venture EX 7 Str,2012,250000,120000,Diesel,Individual,Manual,First Owner,15.42,1405.0,70.0,7.0,8,tata
Maruti 800 AC,2002,45000,70000,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,4.0,18,maruti
Toyota Innova 2.5 E Diesel MS 8-seater,2007,409999,248119,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,8.0,13,toyota
Renault KWID 1.0 RXT Optional,2017,325000,16500,Petrol,Individual,Manual,Second Owner,23.01,999.0,67.0,5.0,3,renault
Maruti Alto K10 VXI,2016,350000,9900,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,4,maruti
Maruti Alto LXi,2012,180000,80000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,8,maruti
Fiat Linea Emotion,2010,150000,100000,Petrol,Individual,Manual,Second Owner,16.0,1368.0,90.0,5.0,10,fiat
Maruti Dzire ZXI,2020,700000,20000,Petrol,Individual,Manual,First Owner,23.26,1197.0,88.5,5.0,0,maruti
Maruti Ciaz ZDi Plus SHVS,2016,795000,90000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,4,maruti
Mahindra Thar CRDe,2019,950000,15000,Diesel,Individual,Manual,First Owner,16.55,2498.0,105.0,6.0,1,mahindra
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,885000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.5,5.0,2,volkswagen
Maruti Ritz LDi,2011,160000,140000,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,5.0,9,maruti
Hyundai i20 1.4 CRDi Asta,2012,300000,120000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90.0,5.0,8,hyundai
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2018,950000,75000,Diesel,Individual,Automatic,First Owner,21.5,1498.0,108.5,5.0,2,volkswagen
Maruti Ertiga VDI,2015,549000,90000,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,7.0,5,maruti
Audi A3 35 TDI Premium Plus,2018,3000000,20000,Diesel,Individual,Automatic,First Owner,20.38,1968.0,143.0,5.0,2,audi
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,1200000,61000,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.6,7.0,5,toyota
Renault Fluence Diesel E4,2012,570000,100000,Diesel,Individual,Manual,Second Owner,21.8,1461.0,78.0,5.0,8,renault
Mahindra Thar CRDe,2017,800000,60000,Diesel,Individual,Manual,Second Owner,16.55,2498.0,105.0,6.0,3,mahindra
Hyundai Verna CRDi SX ABS,2009,375000,100000,Diesel,Individual,Manual,First Owner,18.1,1493.0,110.0,5.0,11,hyundai
Mahindra Bolero SLX,2009,300000,170000,Diesel,Individual,Manual,Third Owner,13.6,2523.0,63.0,7.0,11,mahindra
Toyota Etios G,2013,350000,100000,Petrol,Individual,Manual,Second Owner,16.78,1496.0,88.73,5.0,7,toyota
Mahindra Bolero SLX,2011,400000,120000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,7.0,9,mahindra
Volkswagen Polo 1.5 TDI Comfortline,2015,434999,50000,Diesel,Individual,Manual,First Owner,20.14,1498.0,88.8,5.0,5,volkswagen
Toyota Etios Liva G,2012,200000,120000,Petrol,Individual,Manual,Second Owner,0.0,0.0,0.0,0.0,8,toyota
Maruti Alto 800 LXI,2015,260000,25000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,5,maruti
Maruti Swift VDI,2013,450000,24019,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,7,maruti
Hyundai Verna 1.6 SX,2013,459999,80000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,7,hyundai
